"Obec, mesto, mestská časť",region,province,latitude,longitude
Sása,Revúca,Banskobystrický kraj,48.68346,20.11734
Sása,Zvolen,Banskobystrický kraj,48.57442,19.15324
Sasinkovo,Hlohovec,Trnavský kraj,48.43174,17.8031
Sazdice,Levice,Nitriansky kraj,48.21563,18.60705
Sebedín-Bečov,Banská Bystrica,Banskobystrický kraj,48.65105,19.24142
Sebedražie,Prievidza,Trenčiansky kraj,48.76667,18.63333
Sebechleby,Krupina,Banskobystrický kraj,48.3554,19.06474
Seč,Prievidza,Trenčiansky kraj,48.76667,18.63333
Sečianky,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Sečovce,Trebišov,Košický kraj,48.62858,21.71954
Sečovská Polianka,Prešov,Prešovský kraj,48.78244,21.68392
Sedliacka Dubová,Dolný Kubín,Žilinský kraj,49.20983,19.30341
Sedliská,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Sedmerovec,Ilava,Trenčiansky kraj,48.83333,18.25
Sejkov,Sobrance,Košický kraj,48.74455,22.18136
Sekule,Senica,Trnavský kraj,48.67922,17.36697
Selce,Banská Bystrica,Banskobystrický kraj,48.76263,19.20302
Selce,Krupina,Banskobystrický kraj,48.3554,19.06474
Selce,Poltár,Banskobystrický kraj,48.43094,19.79408
Selec,Trenčín,Trenčiansky kraj,48.89452,18.04436
Selice,Šaľa,Nitriansky kraj,48.15127,17.88062
Seľany,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Semerovo,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Senec,Senec,Bratislavský kraj,48.21951,17.40043
Seniakovce,Prešov,Prešovský kraj,48.82541,21.30268
Senica,Senica,Trnavský kraj,48.67922,17.36697
Senné,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Senné,Michalovce,Košický kraj,48.75434,21.9195
Senohrad,Krupina,Banskobystrický kraj,48.3554,19.06474
Seňa,Košice-okolie,Košický kraj,48.66667,21.33333
Sereď,Galanta,Trnavský kraj,48.2,17.71667
Sielnica,Zvolen,Banskobystrický kraj,48.57442,19.15324
Sihelné,Námestovo,Žilinský kraj,49.4079,19.48032
Sihla,Brezno,Banskobystrický kraj,48.80431,19.63631
Sikenica,Levice,Nitriansky kraj,48.21563,18.60705
Sikenička,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Siladice,Hlohovec,Trnavský kraj,48.43174,17.8031
Silica,Rožňava,Košický kraj,48.66008,20.53758
Silická Brezová,Rožňava,Košický kraj,48.66008,20.53758
Silická Jablonica,Rožňava,Košický kraj,48.66008,20.53758
Sirk,Revúca,Banskobystrický kraj,48.68346,20.11734
Sirník,Trebišov,Košický kraj,48.62858,21.71954
Skačany,Partizánske,Trenčiansky kraj,48.83333,18.25
Skalica,Skalica,Trnavský kraj,48.8449,17.22635
Skalité,Čadca,Žilinský kraj,49.43503,18.78895
Skalka nad Váhom,Trenčín,Trenčiansky kraj,48.89452,18.04436
Skároš,Košice-okolie,Košický kraj,48.66667,21.33333
Skerešovo,Revúca,Banskobystrický kraj,48.68346,20.11734
Sklabiná,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Sklabinský Podzámok,Martin,Žilinský kraj,49.06651,18.92399
Sklabiňa,Martin,Žilinský kraj,49.06651,18.92399
Sklené,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Sklené Teplice,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Skrabské,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Skýcov,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Sládkovičovo,Galanta,Trnavský kraj,48.2,17.71667
Slančík,Košice-okolie,Košický kraj,48.66667,21.33333
Slanec,Košice-okolie,Košický kraj,48.66667,21.33333
Slanská Huta,Košice-okolie,Košický kraj,48.66667,21.33333
Slanské Nové Mesto,Košice-okolie,Košický kraj,48.66667,21.33333
Slaská,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Slatina,Levice,Nitriansky kraj,48.21563,18.60705
Slatina nad Bebravou,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Slatinka nad Bebravou,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Slatinské Lazy,Detva,Banskobystrický kraj,48.56082,19.41954
Slatvina,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Slavec,Rožňava,Košický kraj,48.66008,20.53758
Slavkovce,Michalovce,Košický kraj,48.75434,21.9195
Slavnica,Ilava,Trenčiansky kraj,48.83333,18.25
Slavoška,Rožňava,Košický kraj,48.66008,20.53758
Slavošovce,Rožňava,Košický kraj,48.66008,20.53758
Slepčany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Sliač,Zvolen,Banskobystrický kraj,48.61668,19.13715
Sliepkovce,Michalovce,Košický kraj,48.75434,21.9195
Slizké,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Slivník,Trebišov,Košický kraj,48.62858,21.71954
Slopná,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Slovany,Martin,Žilinský kraj,49.06651,18.92399
Slovenská Kajňa,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Slovenská Ľupča,Banská Bystrica,Banskobystrický kraj,48.76532,19.27549
Slovenská Nová Ves,Trnava,Trnavský kraj,48.29216,17.53384
Slovenská Ves,Kežmarok,Prešovský kraj,49.1357,20.43352
Slovenská Volová,Humenné,Prešovský kraj,48.93707,21.91625
Slovenské Ďarmoty,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Slovenské Kľačany,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Slovenské Krivé,Humenné,Prešovský kraj,48.93707,21.91625
Slovenské Nové Mesto,Trebišov,Košický kraj,48.62858,21.71954
Slovenské Pravno,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Slovenský Grob,Pezinok,Bratislavský kraj,48.28986,17.26664
Slovinky,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Sľažany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Smilno,Bardejov,Prešovský kraj,49.29175,21.27271
Smižany,Spišská Nová Ves,Košický kraj,48.95446,20.52341
Smolenice,Trnava,Trnavský kraj,48.50478,17.43067
Smolinské,Senica,Trnavský kraj,48.67922,17.36697
Smolnícka Huta,Gelnica,Košický kraj,48.85584,20.93712
Smolník,Gelnica,Košický kraj,48.85584,20.93712
Smrdáky,Senica,Trnavský kraj,48.67922,17.36697
Smrečany,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Snakov,Bardejov,Prešovský kraj,49.29175,21.27271
Snežnica,Kysucké Nové Mesto,Žilinský kraj,49.3,18.78333
Snina,Snina,Prešovský kraj,48.98857,22.15099
Socovce,Martin,Žilinský kraj,49.06651,18.92399
Soblahov,Trenčín,Trenčiansky kraj,48.89452,18.04436
Soboš,Svidník,Prešovský kraj,49.30819,21.5703
Sobotište,Senica,Trnavský kraj,48.67922,17.36697
Sobrance,Sobrance,Košický kraj,48.74455,22.18136
Sokolce,Komárno,Nitriansky kraj,47.76667,18.13333
Sokolovce,Piešťany,Trnavský kraj,48.59479,17.82591
Sokoľ,Košice-okolie,Košický kraj,48.66667,21.33333
Sokoľany,Košice-okolie,Košický kraj,48.66667,21.33333
Solčany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Solčianky,Topoľčany,Nitriansky kraj,48.56362,18.16712
Sološnica,Malacky,Bratislavský kraj,48.43604,17.02188
Soľ,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Soľnička,Trebišov,Košický kraj,48.62858,21.71954
Soľník,Stropkov,Prešovský kraj,49.2123906,21.740355
Somotor,Trebišov,Košický kraj,48.62858,21.71954
Sopkovce,Humenné,Prešovský kraj,48.93707,21.91625
Spišská Belá,Kežmarok,Prešovský kraj,49.1357,20.43352
Spišská Nová Ves,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Spišská Stará Ves,Kežmarok,Prešovský kraj,49.1357,20.43352
Spišská Teplica,Poprad,Prešovský kraj,49.06144,20.29798
Spišské Bystré,Poprad,Prešovský kraj,49.06144,20.29798
Spišské Hanušovce,Kežmarok,Prešovský kraj,49.1357,20.43352
Spišské Podhradie,Levoča,Prešovský kraj,49.02173,20.59212
Spišské Tomášovce,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Spišské Vlachy,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Spišský Hrhov,Levoča,Prešovský kraj,49.02173,20.59212
Spišský Hrušov,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Spišský Štiavnik,Poprad,Prešovský kraj,49.06144,20.29798
Spišský Štvrtok,Levoča,Prešovský kraj,49.02173,20.59212
Stakčín,Snina,Prešovský kraj,48.98857,22.15099
Stakčínska Roztoka,Snina,Prešovský kraj,48.98857,22.15099
Stanča,Trebišov,Košický kraj,48.62858,21.71954
Stankovany,Ružomberok,Žilinský kraj,49.0748,19.30751
Stankovce,Trebišov,Košický kraj,48.62858,21.71954
Stará Bašta,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Stará Bystrica,Čadca,Žilinský kraj,49.3474,18.94906
Stará Halič,Lučenec,Banskobystrický kraj,48.33249,19.66708
Stará Huta,Detva,Banskobystrický kraj,48.56082,19.41954
Stará Kremnička,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Stará Lehota,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Stará Lesná,Kežmarok,Prešovský kraj,49.1357,20.43352
Stará Ľubovňa,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Stará Myjava,Myjava,Trenčiansky kraj,48.79318,17.58877
Stará Turá,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Stará Voda,Gelnica,Košický kraj,48.85584,20.93712
Staré,Michalovce,Košický kraj,48.75434,21.9195
Staré Hory,Banská Bystrica,Banskobystrický kraj,48.83907,19.11475
Starina,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Starý Hrádok,Levice,Nitriansky kraj,48.21563,18.60705
Starý Tekov,Levice,Nitriansky kraj,48.21563,18.60705
Staškov,Čadca,Žilinský kraj,49.43503,18.78895
Staškovce,Stropkov,Prešovský kraj,49.20211,21.65216
Stebnícka Huta,Bardejov,Prešovský kraj,49.29175,21.27271
Stebník,Bardejov,Prešovský kraj,49.29175,21.27271
Stožok,Detva,Banskobystrický kraj,48.56082,19.41954
Stráne pod Tatrami,Kežmarok,Prešovský kraj,49.1357,20.43352
Stránska,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Stránske,Žilina,Žilinský kraj,49.11996,18.7067
Stráňany,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Stráňavy,Žilina,Žilinský kraj,49.17147,18.82183
Stratená,Rožňava,Košický kraj,48.87115,20.33844
Stráža,Žilina,Žilinský kraj,49.22578,18.90782
Strážne,Trebišov,Košický kraj,48.62858,21.71954
Strážske,Michalovce,Košický kraj,48.75434,21.9195
Strečno,Žilina,Žilinský kraj,49.18801,18.86445
Streda nad Bodrogom,Trebišov,Košický kraj,48.62858,21.71954
Stredné Plachtince,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Strekov,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Strelníky,Banská Bystrica,Banskobystrický kraj,48.72293,19.39223
Stretava,Michalovce,Košický kraj,48.75434,21.9195
Stretavka,Michalovce,Košický kraj,48.75434,21.9195
Streženice,Púchov,Trenčiansky kraj,48.83333,18.25
Strihovce,Snina,Prešovský kraj,48.98857,22.15099
Stročín,Svidník,Prešovský kraj,49.30819,21.5703
Stropkov,Stropkov,Prešovský kraj,49.20211,21.65216
Studená,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Studenec,Levoča,Prešovský kraj,49.02173,20.59212
Studienka,Malacky,Bratislavský kraj,48.43604,17.02188
Stuľany,Bardejov,Prešovský kraj,49.29175,21.27271
Stupava,Malacky,Bratislavský kraj,48.43604,17.02188
Stupné,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Sučany,Martin,Žilinský kraj,49.06651,18.92399
Sudince,Krupina,Banskobystrický kraj,48.3554,19.06474
Súdovce,Krupina,Banskobystrický kraj,48.3554,19.06474
Suchá Dolina,Prešov,Prešovský kraj,48.91562,21.14327
Suchá Hora,Tvrdošín,Žilinský kraj,49.337,19.556
Suchá nad Parnou,Trnava,Trnavský kraj,48.41104,17.48696
Sucháň,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Suché,Michalovce,Košický kraj,48.75434,21.9195
Suché Brezovo,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Suchohrad,Malacky,Bratislavský kraj,48.43604,17.02188
Sukov,Medzilaborce,Prešovský kraj,49.16667,21.25
Sulín,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Súlovce,Topoľčany,Nitriansky kraj,48.56362,18.16712
Súľov-Hradná,Bytča,Žilinský kraj,49.22404,18.55878
Sušany,Poltár,Banskobystrický kraj,48.43094,19.79408
Sútor,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Svätá Mária,Trebišov,Košický kraj,48.62858,21.71954
Svätoplukovo,Nitra,Nitriansky kraj,48.22817,18.05582
Svätuš,Sobrance,Košický kraj,48.74455,22.18136
Svätuše,Trebišov,Košický kraj,48.62858,21.71954
Svätý Anton,Banská Štiavnica,Banskobystrický kraj,48.44858,18.91003
Svätý Jur,Pezinok,Bratislavský kraj,48.28986,17.26664
Svätý Kríž,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Svätý Peter,Komárno,Nitriansky kraj,47.76667,18.13333
Svederník,Žilina,Žilinský kraj,49.26527,18.6467
Sverepec,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Sveržov,Bardejov,Prešovský kraj,49.29175,21.27271
Svetlice,Medzilaborce,Prešovský kraj,49.16667,21.25
Svidnička,Svidník,Prešovský kraj,49.30819,21.5703
Svidník,Svidník,Prešovský kraj,49.30819,21.5703
Svinia,Prešov,Prešovský kraj,49.01266,21.1217
Svinica,Košice-okolie,Košický kraj,48.66667,21.33333
Svinice,Trebišov,Košický kraj,48.62858,21.71954
Svinná,Trenčín,Trenčiansky kraj,48.89452,18.04436
Svit,Poprad,Prešovský kraj,49.06144,20.29798
Svodín,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Svrbice,Topoľčany,Nitriansky kraj,48.56362,18.16712
Svrčinovec,Čadca,Žilinský kraj,49.43503,18.78895
Šahy,Levice,Nitriansky kraj,48.21563,18.60705
Šajdíkove Humence,Senica,Trnavský kraj,48.67922,17.36697
Šalgovce,Topoľčany,Nitriansky kraj,48.56362,18.16712
Šalgočka,Galanta,Trnavský kraj,48.2,17.71667
Šalov,Levice,Nitriansky kraj,48.21563,18.60705
Šaľa,Šaľa,Nitriansky kraj,48.15127,17.88062
Šambron,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Šamorín,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Šamudovce,Michalovce,Košický kraj,48.75434,21.9195
Šandal,Stropkov,Prešovský kraj,49.20211,21.65216
Šarbov,Svidník,Prešovský kraj,49.30819,21.5703
Šarišská Poruba,Prešov,Prešovský kraj,49.0385,21.38651
Šarišská Trstená,Prešov,Prešovský kraj,49.0867,21.38341
Šarišské Bohdanovce,Prešov,Prešovský kraj,48.84799,21.31823
Šarišské Čierne,Bardejov,Prešovský kraj,49.29175,21.27271
Šarišské Dravce,Sabinov,Prešovský kraj,49.10308,21.0988
Šarišské Jastrabie,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Šarišské Michaľany,Sabinov,Prešovský kraj,49.10308,21.0988
Šarišské Sokolovce,Sabinov,Prešovský kraj,49.10308,21.0988
Šarišský Štiavnik,Svidník,Prešovský kraj,49.30819,21.5703
Šarkan,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Šarovce,Levice,Nitriansky kraj,48.21563,18.60705
Šašová,Bardejov,Prešovský kraj,49.29175,21.27271
Šaštín-Stráže,Senica,Trnavský kraj,48.67922,17.36697
Šávoľ,Lučenec,Banskobystrický kraj,48.33249,19.66708
Šelpice,Trnava,Trnavský kraj,48.43118,17.53131
Šemetkovce,Svidník,Prešovský kraj,49.30819,21.5703
Šemša,Košice-okolie,Košický kraj,48.66667,21.33333
Šenkvice,Pezinok,Bratislavský kraj,48.28986,17.26664
Šiatorská Bukovinka,Lučenec,Banskobystrický kraj,48.33249,19.66708
Šiba,Bardejov,Prešovský kraj,49.29175,21.27271
Šíd,Lučenec,Banskobystrický kraj,48.33249,19.66708
Šimonovce,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Šindliar,Prešov,Prešovský kraj,49.03963,20.9439
Šintava,Galanta,Trnavský kraj,48.2,17.71667
Šípkov,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Šípkové,Piešťany,Trnavský kraj,48.59479,17.82591
Širákov,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Širkovce,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Široké,Prešov,Prešovský kraj,48.99786,20.94068
Šišov,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Šivetice,Revúca,Banskobystrický kraj,48.68346,20.11734
Šmigovec,Snina,Prešovský kraj,48.98857,22.15099
Šoltýska,Poltár,Banskobystrický kraj,48.43094,19.79408
Šoporňa,Galanta,Trnavský kraj,48.2,17.71667
Špačince,Trnava,Trnavský kraj,48.44019,17.60735
Špania Dolina,Banská Bystrica,Banskobystrický kraj,48.80754,19.13406
Španie Pole,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Šrobárová,Komárno,Nitriansky kraj,47.76667,18.13333
Štefanov,Senica,Trnavský kraj,48.67922,17.36697
Štefanov nad Oravou,Tvrdošín,Žilinský kraj,49.337,19.556
Štefanová,Pezinok,Bratislavský kraj,48.28986,17.26664
Štefanovce,Prešov,Prešovský kraj,48.95984,21.77314
Štefanovce,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Štefanovičová,Nitra,Nitriansky kraj,48.30763,18.08453
Štefurov,Svidník,Prešovský kraj,49.30819,21.5703
Šterusy,Piešťany,Trnavský kraj,48.59479,17.82591
Štiavnické Bane,Banská Štiavnica,Banskobystrický kraj,48.44858,18.91003
Štiavnička,Ružomberok,Žilinský kraj,49.0748,19.30751
Štiavnik,Bytča,Žilinský kraj,49.22404,18.55878
Štitáre,Nitra,Nitriansky kraj,48.30763,18.08453
Štítnik,Rožňava,Košický kraj,48.66008,20.53758
Štós,Košice-okolie,Košický kraj,48.66667,21.33333
Štôla,Poprad,Prešovský kraj,49.09242,20.14051
Štrba,Poprad,Prešovský kraj,49.05913,20.07975
Štrkovec,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Štúrovo,Nové Zámky,Nitriansky kraj,47.79495,18.7175
Štvrtok,Trenčín,Trenčiansky kraj,48.89452,18.04436
Štvrtok na Ostrove,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Šuja,Žilina,Žilinský kraj,49.06943,18.62874
Šuľa,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Šumiac,Brezno,Banskobystrický kraj,48.80431,19.63631
Šuňava,Poprad,Prešovský kraj,49.06144,20.29798
Šurany,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Šurianky,Nitra,Nitriansky kraj,48.42194,18.02305
Šurice,Lučenec,Banskobystrický kraj,48.33249,19.66708
Šúrovce,Trnava,Trnavský kraj,48.3312,17.71859
Šútovo,Martin,Žilinský kraj,49.06651,18.92399
Šútovce,Prievidza,Trenčiansky kraj,48.76667,18.63333
Švábovce,Poprad,Prešovský kraj,49.06144,20.29798
Švedlár,Gelnica,Košický kraj,48.85584,20.93712
Švošov,Ružomberok,Žilinský kraj,49.0748,19.30751
Tachty,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Tajná,Nitra,Nitriansky kraj,48.265,18.36342
Tajov,Banská Bystrica,Banskobystrický kraj,48.74568,19.07034
Tarnov,Bardejov,Prešovský kraj,49.29175,21.27271
Tatranská Javorina,Poprad,Prešovský kraj,49.06144,20.29798
Tašuľa,Sobrance,Košický kraj,48.74455,22.18136
Tehla,Levice,Nitriansky kraj,48.21563,18.60705
Tekolďany,Hlohovec,Trnavský kraj,48.43174,17.8031
Tekovská Breznica,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Tekovské Lužany,Levice,Nitriansky kraj,48.21563,18.60705
Tekovské Nemce,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Tekovský Hrádok,Levice,Nitriansky kraj,48.21563,18.60705
Telgárt,Brezno,Banskobystrický kraj,48.85156,20.18849
Telince,Nitra,Nitriansky kraj,48.22994,18.36861
Temeš,Prievidza,Trenčiansky kraj,48.76667,18.63333
Teplička,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Teplička nad Váhom,Žilina,Žilinský kraj,49.22435,18.79995
Tepličky,Hlohovec,Trnavský kraj,48.43174,17.8031
Teplý Vrch,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Terany,Krupina,Banskobystrický kraj,48.3554,19.06474
Terchová,Žilina,Žilinský kraj,49.25895,19.02935
Teriakovce,Prešov,Prešovský kraj,48.98979,21.31225
Terňa,Prešov,Prešovský kraj,49.10968,21.23868
Tesáre,Topoľčany,Nitriansky kraj,48.56362,18.16712
Tesárske Mlyňany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Tešedíkovo,Šaľa,Nitriansky kraj,48.15127,17.88062
Tibava,Sobrance,Košický kraj,48.74455,22.18136
Tichý Potok,Sabinov,Prešovský kraj,49.10308,21.0988
Timoradza,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Tisinec,Stropkov,Prešovský kraj,49.20211,21.65216
Tisovec,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Tlmače,Levice,Nitriansky kraj,48.21563,18.60705
Točnica,Lučenec,Banskobystrický kraj,48.33249,19.66708
Tokajík,Stropkov,Prešovský kraj,49.20211,21.65216
Tomášikovo,Galanta,Trnavský kraj,48.2,17.71667
Tomášov,Senec,Bratislavský kraj,48.21951,17.40043
Tomášovce,Lučenec,Banskobystrický kraj,48.33249,19.66708
Tomášovce,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Topoľa,Snina,Prešovský kraj,48.98857,22.15099
Topoľčany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Topoľčianky,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Topoľnica,Galanta,Trnavský kraj,48.2,17.71667
Topoľníky,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Topoľovka,Humenné,Prešovský kraj,48.93707,21.91625
Toporec,Kežmarok,Prešovský kraj,49.1357,20.43352
Tornaľa,Revúca,Banskobystrický kraj,48.68346,20.11734
Torysa,Sabinov,Prešovský kraj,49.10308,21.0988
Torysky,Levoča,Prešovský kraj,49.02173,20.59212
Tovarné,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Tovarnianska Polianka,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Tovarníky,Topoľčany,Nitriansky kraj,48.56362,18.16712
Tôň,Komárno,Nitriansky kraj,47.76667,18.13333
Trakovice,Hlohovec,Trnavský kraj,48.43174,17.8031
Trávnica,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Trávnik,Komárno,Nitriansky kraj,47.76667,18.13333
Trebatice,Piešťany,Trnavský kraj,48.59479,17.82591
Trebejov,Košice-okolie,Košický kraj,48.66667,21.33333
Trebeľovce,Lučenec,Banskobystrický kraj,48.33249,19.66708
Trebichava,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Trebišov,Trebišov,Košický kraj,48.62858,21.71954
Trebostovo,Martin,Žilinský kraj,49.06651,18.92399
Trebušovce,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Trenč,Lučenec,Banskobystrický kraj,48.33249,19.66708
Trenčianska Teplá,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trenčianska Turná,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trenčianske Bohuslavice,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Trenčianske Jastrabie,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trenčianske Mitice,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trenčianske Stankovce,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trenčianske Teplice,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trenčín,Trenčín,Trenčiansky kraj,48.89452,18.04436
Trhová Hradská,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Trhovište,Michalovce,Košický kraj,48.75434,21.9195
Trnava,Trnava,Trnavský kraj,48.3774,17.58723
Trnavá Hora,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Trnava pri Laborci,Michalovce,Košický kraj,48.75434,21.9195
Trnávka,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Trnávka,Trebišov,Košický kraj,48.62858,21.71954
Trnkov,Prešov,Prešovský kraj,49.03577,21.35792
Trnovec,Skalica,Trnavský kraj,48.8449,17.22635
Trnovec nad Váhom,Šaľa,Nitriansky kraj,48.15127,17.88062
Trnovo,Martin,Žilinský kraj,49.06651,18.92399
Tročany,Bardejov,Prešovský kraj,49.29175,21.27271
Trpín,Krupina,Banskobystrický kraj,48.3554,19.06474
Trstená,Tvrdošín,Žilinský kraj,49.337,19.556
Trstená na Ostrove,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Trstené,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Trstené pri Hornáde,Košice-okolie,Košický kraj,48.66667,21.33333
Trstice,Galanta,Trnavský kraj,48.2,17.71667
Trstín,Trnava,Trnavský kraj,48.52684,17.4657
Trsťany,Košice-okolie,Košický kraj,48.66667,21.33333
Tŕnie,Zvolen,Banskobystrický kraj,48.57442,19.15324
Tuhár,Lučenec,Banskobystrický kraj,48.33249,19.66708
Tuhrina,Prešov,Prešovský kraj,48.89936,21.40596
Tuchyňa,Ilava,Trenčiansky kraj,48.83333,18.25
Tulčík,Prešov,Prešovský kraj,49.08902,21.30967
Tupá,Levice,Nitriansky kraj,48.21563,18.60705
Turá,Levice,Nitriansky kraj,48.21563,18.60705
Turany,Martin,Žilinský kraj,49.06651,18.92399
Turany nad Ondavou,Stropkov,Prešovský kraj,49.20211,21.65216
Turcovce,Humenné,Prešovský kraj,48.93707,21.91625
Turček,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Turčianky,Partizánske,Trenčiansky kraj,48.83333,18.25
Turčianska Štiavnička,Martin,Žilinský kraj,49.06651,18.92399
Turčianske Jaseno,Martin,Žilinský kraj,49.06651,18.92399
Turčianske Kľačany,Martin,Žilinský kraj,49.06651,18.92399
Turčianske Teplice,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Turčiansky Ďur,Martin,Žilinský kraj,49.06651,18.92399
Turčiansky Peter,Martin,Žilinský kraj,49.06651,18.92399
Turčok,Revúca,Banskobystrický kraj,48.68346,20.11734
Turecká,Banská Bystrica,Banskobystrický kraj,48.73946,19.15349
Tureň,Senec,Bratislavský kraj,48.21951,17.40043
Turie,Žilina,Žilinský kraj,49.14907,18.74983
Turík,Ružomberok,Žilinský kraj,49.0748,19.30751
Turnianska Nová Ves,Košice-okolie,Košický kraj,48.66667,21.33333
Turňa nad Bodvou,Košice-okolie,Košický kraj,48.66667,21.33333
Turová,Zvolen,Banskobystrický kraj,48.57442,19.15324
Turzovka,Čadca,Žilinský kraj,49.43503,18.78895
Tušice,Michalovce,Košický kraj,48.75434,21.9195
Tušická Nová Ves,Michalovce,Košický kraj,48.75434,21.9195
